관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치년월,관리기관전화번호,위도,경도,데이터기준일자
경기도 시흥시청,경기도 시흥시 큰솔로56번길 9-1,경기도 시흥시 정왕본동 1548-5,생활방범,1,200,360도 전방면,30,2017-11,031-310-3702,37.3416141,126.7543637,2017-01-01
경기도 시흥시청,경기도 시흥시 큰솔로8번안길 3,경기도 시흥시 정왕1동 1427-7,생활방범,1,200,360도 전방면,30,2017-11,031-310-3702,37.337889,126.7525027,2017-01-01
경기도 시흥시청,경기도 시흥시 월곶중앙로 18,경기도 시흥시 월곶동 994-2,어린이보호,1,200,360도 전방면,30,2017-03,031-310-3702,37.3873611,126.7430225,2017-01-01
경기도 시흥시청,경기도 시흥시 함송로29번길 31,경기도 시흥시 정왕4동 1878-3,어린이보호,1,130,360도 전방면,30,2017-03,031-310-3702,37.3652457,126.732894,2017-01-01
경기도 시흥시청,경기도 시흥시 봉우재로51번길 22,경기도 시흥시 정왕본동 1829-3,생활방범,1,200,360도 전방면,30,2017-04,031-310-3702,37.3482765,126.7436087,2017-01-01
경기도 시흥시청,경기도 시흥시 큰솔로28번길 9,경기도 시흥시 정왕1동 1405-4,생활방범,1,200,360도 전방면,30,2017-04,031-310-3702,37.3400886,126.7530258,2017-01-01
경기도 시흥시청,경기도 시흥시 봉우재로11번길 10,경기도 시흥시 정왕1동 1616-9,생활방범,1,200,360도 전방면,30,2017-04,031-310-3702,37.3446958,126.7419395,2017-01-01
경기도 시흥시청,경기도 시흥시 호현로49번길 3,경기도 시흥시 신천동 704-4,어린이보호,1,200,360도 전방면,30,2017-06,031-310-3702,37.4443528,126.7847161,2017-01-01
경기도 시흥시청,경기도 시흥시 신천천동로 13,경기도 시흥시 신천동 765,기타,1,200,360도 전방면,30,2017-06,031-310-3702,37.438687,126.7855235,2017-01-01
경기도 시흥시청,경기도 시흥시 봉우재로30번길 11,경기도 시흥시 정왕1동 1578-3,생활방범,1,200,360도 전방면,30,2017-11,031-310-3702,37.3449457,126.7449406,2017-01-01
경기도 시흥시청,경기도 시흥시 정왕천로359번길 53,경기도 시흥시 정왕1동 1594-6,생활방범,1,200,360도 전방면,30,2017-11,031-310-3702,37.3434739,126.7435011,2017-01-01
경기도 시흥시청,경기도 시흥시 중심상가로 193,경기도 시흥시 정왕2동 1737-17,생활방범,1,200,360도 전방면,30,2017-04,031-310-3702,37.3443053,126.7365239,2017-01-01
경기도 시흥시청,경기도 시흥시 수인로3413번길 29,경기도 시흥시 신천동 749-18,생활방범,2,200,360도 전방면,30,2017-04,031-310-3702,37.439575,126.778583,2017-01-01
경기도 시흥시청,경기도 시흥시 함송로 23,경기도 시흥시 정왕4동 1881-8,생활방범,1,200,360도 전방면,30,2017-04,031-310-3702,37.3635023,126.730971,2017-01-01
경기도 시흥시청,경기도 시흥시 신천로19번길 32,경기도 시흥시 신천동 872-15,생활방범,1,200,360도 전방면,30,2017-04,031-310-3702,37.4307668,126.7902692,2017-01-01
경기도 시흥시청,경기도 시흥시 하중로 211,경기도 시흥시 하중동 861-1,생활방범,1,200,360도 전방면,30,2017-04,031-310-3702,37.3929692,126.8055759,2017-01-01
경기도 시흥시청,경기도 시흥시 마산로 154,경기도 시흥시 조남동 516-1,생활방범,1,200,360도 전방면,30,2017-04,031-310-3702,37.3678655,126.8611042,2017-01-01
경기도 시흥시청,경기도 시흥시 매화로 66,경기도 시흥시 매화동 259-1,어린이보호,1,200,360도 전방면,30,2017-03,031-310-3702,37.4136075,126.8143551,2017-01-01
경기도 시흥시청,경기도 시흥시 공단1대로 229,경기도 시흥시 정왕1동 1366-12,생활방범,1,200,360도 전방면,30,2017-06,031-310-3702,37.3370042,126.7273868,2017-01-01
경기도 시흥시청,경기도 시흥시 군자천로 333,경기도 시흥시 정왕2동 1729-3,생활방범,1,200,360도 전방면,30,2017-06,031-310-3702,37.3464178,126.7343383,2017-01-01
경기도 시흥시청,경기도 시흥시 매화1로 62,경기도 시흥시 매화동 303-1,어린이보호,1,200,360도 전방면,30,2017-06,031-310-3702,37.4161839,126.8084633,2017-01-01
경기도 시흥시청,경기도 시흥시 정왕대로 78,경기도 시흥시 정왕3동 1861-8,생활방범,1,200,360도 전방면,30,2017-06,031-310-3702,37.3531988,126.7249687,2017-01-01
경기도 시흥시청,경기도 시흥시 동서로1051번길 8-3,경기도 시흥시 조남동 174-15,생활방범,1,200,360도 전방면,30,2017-06,031-310-3702,37.3829989,126.8580948,2017-01-01
경기도 시흥시청,,경기도 시흥시 정왕3동 2006-1,생활방범,1,200,360도 전방면,30,2017-06,031-310-3702,37.3448618,126.6879493,2017-01-01
경기도 시흥시청,경기도 시흥시 오이도로 165,경기도 시흥시 정왕3동 2003-24,생활방범,1,200,360도 전방면,30,2017-06,031-310-3702,37.3460877,126.6881699,2017-01-01
경기도 시흥시청,경기도 시흥시 월곶해안로 63,경기도 시흥시 월곶동 1010-2,생활방범,1,200,360도 전방면,30,2017-06,031-310-3702,37.3923862,126.7378106,2017-01-01
경기도 시흥시청,,경기도 시흥시 죽율동 627,어린이보호,3,200,360도 전방면,30,2017-12,031-310-3702,37.3495307,126.7570801,2017-01-01
경기도 시흥시청,경기도 시흥시 월곶해안로 29-8,경기도 시흥시 월곶동 991-4,생활방범,1,200,360도 전방면,30,2017-06,031-310-3702,37.3942195,126.7397239,2017-01-01
경기도 시흥시청,경기도 시흥시 복지로 88,경기도 시흥시 대야동 423-2,생활방범,3,200,360도 전방면,30,2017-12,031-310-3702,37.4464643,126.7914113,2017-01-01
경기도 시흥시청,,경기도 시흥시 과림동 과림동 441-2,교통정보수집,2,130,고정촬영,30,2017-12,031-310-3702,37.439856,126.8337135,2017-01-01
경기도 시흥시청,,경기도 시흥시 신천동 신천동 702번지,기타,3,200,360도 전방면,30,2017-09,031-310-3702,37.4441859,126.7821627,2017-01-01
경기도 시흥시청,,경기도 시흥시 능곡동 777,기타,3,130,360도 전방면,30,2017-12,031-310-3702,37.3654964,126.8104907,2017-01-01
경기도 시흥시청,경기도 시흥시 매화1로 53,경기도 시흥시 매화동 314-5,생활방범,3,200,360도 전방면,30,2017-03,031-310-3702,37.415103,126.808692,2017-01-01
경기도 시흥시청,,경기도 시흥시 미산동 204-8,생활방범,3,200,360도 전방면,30,2017-10,031-310-3702,37.4230199,126.7862693,2017-01-01
경기도 시흥시청,경기도 시흥시 대골길 63-2,경기도 시흥시 대야동 474-9,생활방범,1,200,360도 전방면,30,2017-06,031-310-3702,37.4457716,126.7870173,2017-01-01
경기도 시흥시청,경기도 시흥시 수인로3402번길 14-1,경기도 시흥시 신천동  314-90,어린이보호,1,200,360도 전방면,30,2017-03,031-310-3702,37.4430759,126.7812168,2017-01-01
경기도 시흥시청,,경기도 시흥시 거모동  1534-7,생활방범,3,200,360도 전방면,30,2017-10,031-310-3702,37.3424702,126.7816595,2017-01-01
경기도 시흥시청,경기도 시흥시 새재로7번길 21,경기도 시흥시 장현동 537-1,생활방범,1,200,360도 전방면,30,2017-02,031-310-3702,37.3813899,126.7995204,2017-01-01
경기도 시흥시청,경기도 시흥시 정왕대로233번길 8,경기도 시흥시 정왕본동 1621,생활방범,3,200,360도 전방면,30,2017-03,031-310-3702,37.3456376,126.7400064,2017-01-01
경기도 시흥시청,경기도 시흥시 정왕천로355번길 2,경기도 시흥시 정왕본동 1439-8,생활방범,3,200,360도 전방면,30,2017-03,031-310-3702,37.3404743,126.7480253,2017-01-01
경기도 시흥시청,경기도 시흥시 봉우재로36번길 5,경기도 시흥시 정왕본동 1575-11,생활방범,1,200,360도 전방면,30,2017-02,031-310-3702,37.3458378,126.7449714,2017-01-01
경기도 시흥시청,경기도 시흥시 도일로135번길 9,경기도 시흥시 거모동 1752-3,생활방범,1,200,360도 전방면,30,2017-06,031-310-3702,37.3427531,126.7835772,2017-01-01
경기도 시흥시청,경기도 시흥시 금오로 119,경기도 시흥시 무지내동 342-1,생활방범,3,200,360도 전방면,30,2017-03,031-310-3702,37.4146355,126.8391019,2017-01-01
경기도 시흥시청,,경기도 시흥시 계수동 627,생활방범,3,200,360도 전방면,30,2017-03,031-310-3702,37.442548,126.8145424,2017-01-01
경기도 시흥시청,경기도 시흥시 수인로3488번길 1,경기도 시흥시 신천동 595-48,교통정보수집,2,130,고정촬영,30,2017-09,031-310-3702,37.4427422,126.7716578,2017-01-01
경기도 시흥시청,경기도 시흥시 복지로93번길 11,경기도 시흥시 대야동  444-13번지,기타,3,200,360도 전방면,30,2017-10,031-310-3702,37.4483187,126.7904907,2017-01-01
경기도 시흥시청,,경기도 시흥시 대야동  570-3,기타,3,200,360도 전방면,30,2017-10,031-310-3702,37.4467125,126.7941567,2017-01-01
경기도 시흥시청,경기도 시흥시 정왕천로428번길 24,경기도 시흥시 정왕본동 1511-9,생활방범,3,200,360도 전방면,30,2017-10,031-310-3702,37.3440033,126.7551119,2017-01-01
경기도 시흥시청,경기도 시흥시 정왕천로414번길 42,경기도 시흥시 정왕본동  1504-4,생활방범,5,200,360도 전방면,30,2017-10,031-310-3702,37.3458056,126.7552188,2017-01-01
경기도 시흥시청,,경기도 시흥시 하상동 343-38,기타,1,200,360도 전방면,30,2017-12,031-310-3702,37.3884665,126.812521,2017-01-01
경기도 시흥시청,경기도 시흥시 큰솔로46번길 4-1,경기도 시흥시 정왕동 1395-2,쓰레기단속,1,200,쓰레기투기지역,30,2017-01,031-310-3108,37.3410256,126.7530227,2017-01-01
경기도 시흥시청,,경기도 시흥시 정왕2동 정왕동 1871-2번지,기타,2,200,360도 전방면,30,2017-09,031-310-3702,37.3518867,126.7303121,2017-01-01
경기도 시흥시청,경기도 시흥시 시흥대로 908-1,경기도 시흥시 미산동 278-2,생활방범,3,200,360도 전방면,30,2017-09,031-310-3702,37.4173226,126.7895503,2017-01-01
경기도 시흥시청,경기도 시흥시 수인로3287번길 18,경기도 시흥시 은행동 109-30,생활방범,3,200,360도 전방면,30,2017-02,031-310-3702,37.438101,126.7948021,2017-01-01
경기도 시흥시청,,경기도 시흥시 하상동 368,생활방범,1,41,360도 전방면,30,2017-06,031-310-3702,37.3956112,126.8123561,2017-01-01
경기도 시흥시청,경기도 시흥시 검바위2로 15-4,경기도 시흥시 은행동 289-99,생활방범,1,200,360도 전방면,30,2017-06,031-310-3702,37.4304065,126.7954109,2017-01-01
경기도 시흥시청,경기도 시흥시 도일로123번길 35,경기도 시흥시 거모동 1739-6,어린이보호,1,200,360도 전방면,30,2017-06,031-310-3702,37.3440832,126.7817789,2017-01-01
경기도 시흥시청,경기도 시흥시 큰솔로96번길 12,경기도 시흥시 정왕본동 1532-19,생활방범,1,200,360도 전방면,30,2017-06,031-310-3702,37.3437815,126.7567264,2017-01-01
경기도 시흥시청,경기도 시흥시 역전로290번길 15,경기도 시흥시 정왕본동 2300-5,생활방범,3,200,360도 전방면,30,2017-03,031-310-3702,37.3530006,126.7407482,2017-01-01
경기도 시흥시청,경기도 시흥시 정왕천로423번길 14-1,경기도 시흥시 정왕동 1179-10,쓰레기단속,1,200,쓰레기투기지역,7,2017-07,031-310-3108,37.3459421,126.751607,2017-01-01
경기도 시흥시청,경기도 시흥시 시흥대로789번길 14-5,경기도 시흥시 미산동 718-13,시설물관리,1,200,360도 전방면,30,2017-06,031-310-6073,37.407941,126.7884135,2017-01-01
경기도 시흥시청,경기도 시흥시 한우물로 17,경기도 시흥시 거모동 1743-7,생활방범,1,200,360도 전방면,30,2017-04,031-310-3702,37.343998,126.7843861,2017-01-01
경기도 시흥시청,경기도 시흥시 오동마을로5번길 16,경기도 시흥시 정왕본동 2311-1,생활방범,1,200,360도 전방면,30,2017-04,031-310-3702,37.3529168,126.7436154,2017-01-01
경기도 시흥시청,,경기도 시흥시 정왕본동 정왕동 1542-5번지,기타,2,200,360도 전방면,30,2017-09,031-310-3702,37.3416715,126.7559659,2017-01-01
경기도 시흥시청,경기도 시흥시 정왕천로427번길 30,경기도 시흥시 정왕본동 1175,어린이보호,1,200,360도 전방면,30,2017-03,031-310-3702,37.3471398,126.7512757,2017-01-01
경기도 시흥시청,경기도 시흥시 오동마을로45번길 27,경기도 시흥시 정왕본동 2314-34,생활방범,3,200,360도 전방면,30,2017-03,031-310-3702,37.3537809,126.7473596,2017-01-01
